text,label
amk lan cinsı rezil et lavuk,1
iç gezen am bitler yağ al zaman amk insan zevk var on vergi ana sikilmiş aptal gel iç de anan iç aq oğul,1
hulya avsa kadın koyan bundak ben,1
bir sil amk putperest,1
siktir git amına koduğumun suriyeli,1
aq cahil okuduk anla yorum yap yıl milyon yolcu taşıyabil kapasite var yaz devlet işletme garanti mi olur,1
ad kusur ben falan bile kadar kot biz aq,1
el sağlık döven arkadaş seviş başka yer kal duvar kal aq putperest,1
lavuk yıl şampiyon olan son yıl final oyna gidip ön şampiyonluk kaptır sonra porto son elen aq,1
bir puanlı karı aq abaza,1
anasi ayrı yeni öğren aq,1
amk dürzü bir kere birlik ol bir kere fırsat ülke ihanet etmen haz yaşa eleştirmek ihanet iç iç geçmiş siz,1
ananın amini çık amk piç,1
zaten kişi seçebil aq ben yer geldiğinde göm sal artık kadın,1
kadın bişi gösteren temel pornografi ben mücadele et eyalet yasa çıkart amk demek ben hak ben kutsal yok aynı ben tabii açıp gez ayrı konu,1
amk cahil cevap iki şehir hikaye,1
amq kendi elenince elenme göz bekli amq,1
çeçenler bile yer fazla kal diyerek ülke geri dön amk suriyeli kazık çak ülke,1
siktir gidi amk,1
buz gol say yala amk fransız,1
ülke kendi vatandaş çocuk gelecek kuracak kara kara düşün amk arap sığınmacı olduk ülke tane doğur bunlar acıyan aklı sikiyim,1
kadar koy siz alış gelip gidip koyun de mevzu yalan söyleme hani müftü karı bar işletmeci çıktı ha on dolayı de anla kapiş amk dingil,1
ulen tüyün zarar gel göz sakın mi vicdan yok hay aq götü serefsiz,1
siz ben gençlik skyim aq evlat yaşlı yer veri amk putperest,1
keşke öl mk,1
erkek kendi sapıklık ön geçememe yüzünden kadın suçlama zaman bit ski sahip aq erkek,1
amk cahil oku lan adam gözüküp cahil olmak kötü amk,1
amina kodugumun dinsiz nimet lan nimet,1
amq pezevenk dur yer millet amaç bide de göt,1
amk savun unut,1
orrospu hayvan asker taraf kendi adi,1
hakem talimat olmadan branda kaldırıl temizle başlan amk cahil su,1
böyle yap amk dönek,1
amk ülke oku zaman sınavsız yerleşme bile bide,1
siktir git zaman amk saman,1
kurban taşınan hayvan zulüm taşın kasap taşınma amına koduğumun aptal hayvan taşımak hayvan taşımak aynı amk salak yeter aq,1
sokiim sergen in git kazanmak çaba reklam göster futbol avrupa kazan soyun zırva denen denen tanı sergen git getir iblis piçi yabancı biri sergen kal iblis yavşak,1
siktir git aq yuna,1
amk şimdi koduğumun çinli baş iş çıkar,1
şehit askerı şehit tarafından rus yavru kıyıl yap diye amk şehit kanı gebersin amk rus,1
bunlar sikiym üzeri batmayan güneş sikiym aq sömürgeci pezevenk sie inanılmaz sinirli,1
zaman devlet şeriat ilan et şeriat kural sade müslüman geçerli ol kardeş ona sıkıntı yok diyecek de sen ders aq,1
be koduğumun yuna siz deniz dök mi,1
çocuk sakat abi korona amını yurdu siktimin çinli yemiş göz aç karantina,1
böyle kurulan cümle sikeyim yanlış olduk yeni farket çıkıp de hey amk cahil böyle cümle mi olur,1
amini siktigimin suriyeli,1
gül oyna kazanacak maç önder piçi atilla yaşar kemal götü yüzünden kaybet resmen amk,1
köpek amk ayrı dur sus,1
fakülte gelen maile bak türk çocuk doyur suriyeli kal aq türk öğrenci kredi suriyeli burs yapacak iş be,1
ana doğur sıç amk gayrimeşru,1
cariye de lan sen amk sen ben harem,1
insan model amk cahil mide sokim siz ben,1
sikecem arap artık bay amk,1
soysuz soylu sev ara kaşın siz temmuz beter yap koduğumun irancı piç,1
oda sigara yeni başlayan bir çocuk var izmarit hali hazır yanan bir olduk bil amına koduğumun salak neyse saat yangın uyan,1
neyse belli zaten ammına kodugumun pkk sempatizan fransız kendi paris sokak iyi,1
oku tabi aq suriyeli git okuma öğren,1
sağ taraf oturan piçi ağız köpük çıkartan kadar döv amını ırz siktiminin arap,1
kadro maç kaçır aq anıtkabir japon bile dövesi var,1
bun öte alınan herkes kendi ana baba aq,1
hassiktir amk yahudi,1
sohbet oda öl biz diyenler yemin eder çoğun baba incel aq,1
serdar dur piçi forvet ol ilk yarı ön mal bir piç kendi koyun emanet edil forvet olarak oynat i̇smail helal ol ara trabzon yatan aslan kesilen adil piçinin amk,1
beyin siktir ağız dişi yok fikir ver yarak kafalı ara de bide ananın amını ara,1
geliş medeniyet kut cahil bahar dünyada kürt mi gel amn feryat,1
büyük atatürk zavallı yarım akıllı vur teneke yüzüklü peki bir başka adam erdoğan allah bütün vasıf taşı ol be dünya yakışıklı çalış saksı eğlenceli olabilir vatandaş güzel has çek,1
kraliçe olduk ünlü takım kadın ol erkek açlık birbiri kemir aq,1
fransa tabi bir hisset sen makro ülke verdi tayyip ülke verdi altı tane sıfır atıl allah aşkın biri baba ana yeter aq de verdi ülke verdi var ülke,1
bile aq karı,1
ben japon banka analiz doğru seçim yıl sonra yapıl amk japon bilir iş pis iş bunlar kullan bunlar plan teori senaryo hazırlat,1
müslüman türklük bırak insanlık yakış küçük var ev gidi getiren taşlayın aq,1
lan cahillik bir erdoğan bunlar görüş yap çıldır,1
ulan salak adam i̇stanbul antalya i̇zmir ankara haricı şehir bir var konuş aq doğu anadolu bütçe kadıköy belediye sikime tut aq vergi kaçıran kürt mis,1
insan göz kör et kanıt video emin iyi niyetli bir abi dinen böyle bir gün olmadık kabul et hediye karı bile günah bana günah de aq,1
amq arap yer çöl iğne uç kadar kuru yer bırakmamak üzere yıkanacak su nereden bul kes hazır,1
kadar hap durup dur ölme ezelı anasi kor meliha klavye el vur senaryo aq yok intikam iyi olabilir tokat ziyade mal git ayrı oldu aq,1
dönek aq savun sabahtan beri,1
olup çakmak bas yan amk görgüsüz,1
aq yunanlar den ye döndür amq,1
asalak olan sen dedik keşke öl biz sen bir asalak kurtul yazılan anla kadar asalak he vali el koy kasıt çoğu yer yasaklama uyarı insan araç çıkmama dolayı yol açık,1
siz had bildirmek biz iş siz sahte profil arka konuşur bir kalkıp trol ortada gezin ulan asıl trol ağa baba siz kodugumun siz,1
kodugumun,1
gör amk şampiyon ol medya yönetim arası aç kadıköy kafa yar feda sezon atlat yukar gelen emir milli takım itele çalış gör amk putperest sergen iç olabilir saygı sonsuz,1
sinir kriz girdi amk oğul ego verdi boy yanım kısa kal zaten gerçekten ana bunlar pohpohlu seç konum olduk düşün lan sen seçen olur şükret aptal zihniyet,1
ırz siktik çocuk suriyeli ülke barındıran adam yedi sülale dünya elden geçir yayalı lütfen,1
adan ağaç zeytin toplayan kadın kuş sanıp vuran adam göz sokim sen,1
yuna karı ney öyle aq,1
amk domuz,1
lan adam ülke savun bekli karı bacı karın rus pici taşı iste göre ukrayna rusya işgal et sanar aq ukrayna nazi falan yok diyeli var adam ülke sana amk,1
rahmetli turgut özal sen anıtkabir sallandır diye beyin bugün tayyip erdoğan aynı söz sarfet,1
dün sonra kendi gel resmen üst olmamak yemin et aq fransız,1
satış sözleşme kesinlik elde taşın arama esnasında melodi ortam herkes tarafından duyulan kadar ara cevap veril şeklı madde mi var amk görgüsüz,1
uyu mi ananin amini siktimin çinli be,1
hadi lan amk bahis yap dimi atıp tut zor konu,1
gerizekali bun kitabi alan bun savunan bun buyuk amk putperest,1
ben şeker hasta be amk cahil,1
madem iş yapıcak bir maçlık bilet yap aq arap nasılsa dolucak borç erit millet gidicek fiyat arap doluştur,1
yeter amk rahat bırak,1
amk suriyeli yıl türkiye çıkartı çocuk,1
amk pis cahil sen,1
amına kodugumun japon,1
aq git testi orospu tipi siktigimin yuna siyasi sonra ince kazan amina kodugumun kertenkele,1
adalet skeyim aq gavur zor epey git maç çıkan skor on anla ol kendi soyun oda herhangi bir hedef göstermeden edilen bir küfür ceza verebil kanı bozuk başka değil,1
sanane lan yarram isteyen yarrak yer isteyen taşşak yer sen mi ger millet yedik ırz siktiğim,1
fan arap kardeş yap len amq,1
amk domuz,1
adapte eder sen onlar arap araş bak son peygamber var adapte oldu başka örnek yok dün üniversite kendi milli marş okuyup bayrak aç aq,1
amk saat dikilip ben verdi selami siktir git iste amk dert ben pozitif enerji göt,1
olabilir trakya nüfus kadar zaten amk çocuk ortala tane yap arap gelip demografi siker ata senet türkiye özgür şort bikini gezebildik kaç yer var zaten bir gelip bura mahvet iste yahudi pogrom kov insan,1
boklu sidikli kına aq halife nü müslüman öldür sor mazlum edebiyat yap,1
amk dönek,1
amını ırz kör cahil uğraşmak çarpamayan zır cahil bunlar bunlar öyle zır cahil ben bunlar tıynet öyle zır cahil bunlar elektrik fatura okuyamayan amına kodumun zır cahil uğraşmak iş yap amk cahil,1
amq amq sapığ şerefsiz köpek,1
sene boyun üniversite sınav okul gidip amini siktiğimin arabi gel iyi bölüm sınavsız gir protestoet hak haram zıkkım ol çocuk çık yaptık,1
kenan karama denen salak ülke futbol kazandır amını avradını baş bela oldu,1
alaka ergen çocuk pes koş amq yavşak devlet al,1
koduğumun sapığ linç etseler,1
amına kodumunun suriyeli siktir git küme kal amk yavşak,1
demek bide tek kaş ben kürt aşağılamak mi koy sor ırkçı değil adam üzerinde toplum aşağılı ırkçılık temel amk,1
amk görgüsüz,1
olay karşı politika reklam dip kadar yap siyahi oyuncu penaltı kaçır maymun ses çıkar bir kişi yapt adına dünyada rus kapsa siz ben amk,1
allah rakip madrid gibisi ver amk i̇spanyol kürt ağla ağla geç,1
seviye alaka zaman sokak gördük rus öldür amk,1
amın koduğumun suriyeli kendi ülke bağır suriye siktir gidi artık,1
amk cahil türk ol mutlu türkü ders diye de mal kafalı,1
aq rum,1
aq ben yaralayan tek melis denen hayvani mevzu,1
anasi sikil var de amq,1
atatürk afgan sorup sonra havlayın amını siktimin çakal türk peki ara türk oldu dünya türk türk yurt haber yok amına kodumun soytarı sikilmiş göt türk he,1
darı biz amk,1
lan sal amk,1
şekilli konuşman yok öldür ben gaziantep maç bilet alta sen kalk de sikindirik mersin maç sik haber ol zaman koduğumun ergen,1
amk domuz yeyip yeyip,1
sıra arka duvar üstüne yıkıl görecek ana amını böle şey dalga geç bun orosbu çocuk türkü kür suriyeli i̇ngiliz döverek öldüresi gel insan bahset ırk önemli değil dalga geçil var,1
teyze amına koy kızın amını yalatıp hazır hale getirt ana am çıkan yarak kız yalatıp ana kendi el sikimi kızın amına yerleştir,1
baştan yalan zaten amk herif bedavadan reklam yap para on aq,1
almanya yazmak kolay arkadaş haraç isteyip ver boyun türk tek bir yarar yok burada amk kadın taciz etmek başka bir boka yara sev dürüst deri,1
sen ön kimi soy on söyle us hangisi amk yavşak sen zihniyet yapay biz atalarım ol çoktan köle cariye olur,1
oğlak burcu unut amına koduğumun gavur,1
kaya kilise fresk aq gavur yap kazıyan nesil çocuk bugün evin turizm geçindir,1
amk sev siz ben kürt karşı,1
kadın it siyonist uşak kaç kaç de görüntü ortay çıktı sokim böyle,1
amk görgüsüz,1
la tatil yap amq,1
git iş millet san sen maske düş an kaybol yok ol defol buhar ol git lanet herif,1
koduğumun görgüsüz olan paylaş,1
amını ırz siksin sabahtan beri küfür et mk piçi,1
baba tamam aq bütün rus yakalı sabun falan yap oldu olacak,1
avrupalı kalibre biz sağlam olan bir bir var amk fransız alman vesair avrupalı ılık götlü rusya karşı tek bir hamle yap sat ukrayna ayı yunanistan bile gayretli ibne,1
engel amq cahil ben mi,1
dünyada müslüman müslüman katlettik kadar bir millet müslüman katlet bir askerı bir müslüman vur olay olur aq zihniyet işte,1
lan aq rus suriye şehit olan asker deme bile san la savaş adam böyle kebap yap işte,1
katıl yarış bun alaka yok amk türkiye yaşayıp bun bil din ilgili çocuk savunduk inan amk putperest,1
harf içinde kal çıkar herhalde gine amk cahil ayrı herkes siz taktik çık maça son hoca allah seven defans koş bağır düşün korkusa iman gel,1
köpek kendi fikir yok düşün sade yeme içme üreme bilir yüzde hayvan yerine düşünmen gerek insan doğru yanlış ayırt edebil düşün var zahmet ortam ürememe gerektik düşün aq,1
yol bir kür ayak takılıp düş faşist kürt yok et ol propaganda parti kendi yap biz millet mal ye aq,1
dudak lens mi komik amk salak sen ben beyin sokim,1
millet bak ben venüs arap yarımada aq ırak falan değ şeyh karı mi,1
sene boyun iple çek tam oh nefes al kafa de amk kendi kural çıkar vaziyet sokim,1
memeleket hain yuva dön halk helak olma şart aq gerici cahil,1
hayır amk karı bende ince ruh hasta et toplum ben,1
tabi kanka rusya amk zaten ukrayna mahvet helal ol bide rey iyi,1
kimse hayvan ehil etme uğraş aq hayvan,1
zaman fragman koy hakan sokim,1
güruh yalanet ol ana yetiştirmek yerine davar davar uzak neresi oraya ışınlanmak iste yeter amk,1
aq müptezel pezevenk çakmayan kendi bile yarar olamayan hiçbir bok hakkında fikrı olmayan saman beyinli sabahtan akşam kadar devlet sallı siktir gidi ön kendi yetiştir,1
herkes pay al peşin aq i̇ngiliz,1
sen amını götünü sikiyim siktiğimin haysiyetsiz şerefsiz fahişe,1
ağız üstüne tuvalet vur türkiye,1
koduğumun çirkin fransız dünya denge değiş artık bok değil,1
bana bak it rahmetli karıştır şerefsiz amk çocuk piçi,1
amk dönek,1
ölüm koltuk sıçırt aq cahil,1
abi kapatıl aq üç dört gün düğün baba yeni öl bide siz,1
amina kodugumun boklu kendi sek bak,1
toprak işgal altın aq sikim rus ukraynalı aq,1
orospu çocuk sen ben türk ırkçı asıl kürt ümmetçi siktirolup git amını yurdu diktik terör kavi diye ağız sikeyim piç kuru sen atatürk hakaret et aq berdelci kür,1
amk arap,1
başkan aq düşman herif allah bana bir dilek şans ver lavuk stat orta soyup ıslak odun dövme dile,1
siktigimin amini sikeyim,1
bun sonra site belçikalı ahraz kanadalı hırvat domuz brezilyalı lan takım adam amk,1
amq maç yayınla işe yara amq hazırlık maç yayınla kadın yayınla kapat gidi masraf ol bari,1
amq zaman karı saklayan erkek,1
oyuncu değişiklik aq baba al oyun,1
hayvan diğer araç suç var kurtarmak karşı geçmiş amk cahil sana ehliyet vere skeyim,1
amına kodugumun piçi kazık çak amına kodugumun dünya,1
basıp git amk top ön düş metre sürüp dön futbol cahil,1
amna koduğumun hayvan türkiye unsur var antlaşma dünya bun böyle kabul et türk rum ermeni rum ermeni azınlık hak al siz hümanist kafa bunlar bas işte,1
ben buna amına kodugumun,1
bölücü orospu çocuk sev hatta sambacı piç bile var amk,1
kafa yemiş amk,1
birlikte yaşama öğrenemeyen ayıl rica et apartman falan otur dağ tek baş ev kur rahat rahat ayılık yap amına koduğumun görgüsüz,1
futbol kodugumun suriyeli,1
sabah akşam atatürkçülük dem vur mayıs haber vekil atan huzur çıkmak bir baş bekle sayın sen vekil yönetemezken parti ülke,1
zalim süründür hain sallandır kafir pes ettir olacak öl ertuğrul,1
siktiğimin oyun rus taşı son olduk at çıldır amini yol siktiğimin evlat,1
aq,1
hali sahtiyan dürzü olmadan amq,1
ahmet paşa civan böyle erdoğan göz göz vur mi ahmet,1
olan ülke olmayan de sen bir spiker sen tut cahillik bari biraz i̇ngiliz gibi engelli,1
sevin mi şimdi amk dürzü,1
yalan sokayım siz amk kodugumun fahişe siz,1
gidi yılbaşı kutlayın amk siz laf gelince hani,1
amına koyduk gavur aq,1
berkan sen siksin amk futbol cahil,1
e tutuklan sonra uyuşturucu kadar keyfı yerinde siktirsin git memleket götü ye haplanıp rejim güç saldır amk,1
çocuk helal ol lan sana aq itler bir yan suriyeli bir yan afgan bir yan bela lan millet baş,1
bir hafta kavga et atma bit şimdi den yaz aq salak sen ülke bile yok bana fransa at yaz vatansız piç,1
koduğumun fransız götüne ara,1
kötü bir de hemen engelle aq arapçı,1
bak erkek kadın günü kutlu eski sevgili kaşar diye kadın ezen kadın tehdit edenler aq,1
sen domuz olduk söyle mi domuzcuk amq,1
cidden ol bir normal gösterip haket dedirtmek dayak günlük devam edecek bir rutin dön öyle mi dayak yer kalk yap şey sokim,1
usta iyi umar seçim reis kazan bunlar göt delik bir güzel öyle akıllan tayfa adam kürt suriyeli kıyaslayıp kürt engellemek suriyeli al falan de sıra kürt suriye devlet oldu aq,1
amk kari sen,1
amk ibnesi arap deniz dök insan insan,1
amina kodugumun kürtü,1
siktirgit amk fahişe santim yarrak amını parça sen hep sahte,1
gerek var para topla askerı altın yatarak ordu yet silah al zaten koduğumun terörist fahişe siz toprak son olacak pkk,1
dükkan iyi kültür birleşme program dön afgan türkmen sivaslı herkes amk,1
yemin eder gel aq yontul pis arap,1
kesinlik katılı kadın erkek aynı amk,1
sav amk dürzü,1
değil aq karı kendi sev iş var düzgün bir aile dünya güzel kız var şey için oc,1
şampiyon olmuş adam mertden kork ben gir şua mert ele,1
destek telin miting müslüman yahudi dünya tayyip sos şikayet etme bak laf eğip bük gerek yok orrospu çocukluk,1
oldu amk arap sikerler adam böyle,1
zor sövdür kendi erdoğan söz ede mi ayrı devlet iktidar ayrı organ araş cahillik,1
teyze alışveriş gel peynir yedi zeytin yedi sonra günah boyun de git aq karı,1
recep tayyip erdoğan sen sallandır diye şimdi idam hayır de tür bir yavşak,1
çocuk çekiş tam aile baba çekiş ev ekmek getir aq,1
amını surat siktimin kür,1
bile amınoğlu tanrıça bir ananın sor sülale içinde geç,1
,1
baba oyna aq para al,1
lan el geleni art koy siz mal olduk iyi bile koduğumun gavur,1
yağ para verecek bir sav al amk arap,1
he aq fransa helek kürt düşün pkk gizli servis kürt mücadele et de dimi de tek cevap ezberletil faşist kelime aq sen sen gibi lazım aparat olarak güzel kullanıl,1
kendi amk salak deme,1
oku oran var aq kemalizm ülke eğit kadın meclis sok,1
ben aq müslüman,1
amına kodugumun sen,1
adam karı bile kadar sev amk kafa yedi allah aşkın bun zam hayat kalitesizlik sırf on katlanmak kadar mantıklı adam saray yaşayıp para peçete olarak kullan sen ev kuru ekmek soğan yapıp koyun erdoğan,1
oğul söyle on amını çıkar el ver sen bak,1
bütün kürt türkiye siktiğimin kürt türk askerı gel kaç,1
amk eksik yok ben al kadro sikerim böyle iş,1
siktir git arabistan amk arap,1
deyip kadın kamu kurum al başörtü tedavi et hey be orrospu ocuk göğüs hey doksan,1
ol beşiktaş aq fransız,1
adam erkek vatan savaş amk kadın bırakıp kaç,1
amk gavur mide oluş izle,1
yıl oy vere olarak de yeter defol git kaybedip kaybedip yine ben mi diyecek mansur yavaş dış kimse oy ver verecek boş ata iyi,1
mevzu yine ermeni getirme başar ermeni sil bir argüman kal,1
mi amk cahil,1
amq fransız külliyen zarar ziyan,1
barış amına koduğumun karıştıran sen,1
suriyeli laf söyleyen ırkçı yafta yapıştır amq sınır kaldır gel herkes zaman somali korsan gel gel afgan gel ayrı bir mülteci sorun yönetmek ayrı bir keyfı göre türkiye gelip gitmek ayrı,1
can yak beter ol amk rus,1
bas ayak amk karı,1
anasını siktiğim tarihı deli katır okumuş amını siktiğimin,1
cinsiyet diye ammına koduğumun fahişe yasak getir de sabah yasak gelecek zannet,1
türkçe matematik yok sen okul oku amk afgan,1
takım ana sikil hala de amını siksin,1
atatürk portre orada gez ırz siktiğimin cahil abdullah bir mi tut zavallı beyin sikik,1
amk reklam yaptık köprü para hakkari dağ mağara yaşanan köprü geç olan vatandaş ödeyeceksiz kanı sikeyim,1
sen sunduk kanıt sokim amk salak ülke bat durmak yok yala devam gerizekalı cahil sürü zaman akıllan lan bun yıl kör sik göz açıl siz göz açıl,1
keşke öl,1
gelecek yeğen yaşadık anlat lan ben utan anlat öyle akp savaş ekonomik kriz darbe falan kısa tutmak bir ana amını gör deri sıyrıl iş içinde baba ana anlat amk bana,1
hep orrospu çocuk ülke ekmek ihanet ede aşağılık hayvan bile siz nankör değil,1
saye kimse güven ol aq pezevenk,1
anime sikeyim siz atan adam gelip ben takip et profil yaz ırz siktiğimin cahil on gör,1
siktirsin aq rum savaş he hak pes,1
amk ergen sen,1
duru duru bir tane bad boy canlı aç kahkaha ata ergen aq gidi biraz dalga geçe ego sokim gel,1
amk iti şöyle besle adam normal yaban domuz besle,1
amk japon,1
amına kodugumun kedi siz sev karşı karşı geç kedi geç ben geç araba altın yine kör amk hayvan,1
ırkçılık yap amk kür,1
amk japon sen bütün mesele olabilir mi,1
ulan sen cami tanı amk sınıf restoran arka taraf otlakçılık yap anlat,1
siktir amina kodugumun yuna tohum yozgat ermeni yok yuna yok sen siktigimin kökten sikip böyle,1
amk karı cevap ver sabah kadar,1
ön sen değiş kardeş verdik oyun hesap sor ver ver yaptık yanlış haksızlık oy vere olarak ilk sen vur yüzün den parti umut değil oy vere insan zihniyet olma,1
amını yurdu siktimin çinli herkes pozitif siz sikiyim yaşasın ırk çine bedel kırkım,1
orrospu çocuk hayvan oğul hayvan,1
şampiyon lig kendi kanıtla iyi bir kaleci milyon teklif ne amına koduğumun gavat i̇ngiliz,1
sen sikerim amina koduğumun domuz,1
aq sayı geçmiş orantısız çoğalan insan saldıran sokak olmama gereken hayvan var suçlu ben ol sağ sol mama dök devam çöz sorun böyle,1
sor ben burak elmas oy ver de evlendirdik kız bakire çıkmadık şikayet gelen damat adam bunlar ana bakire çık bunlar amk dedik fıkra aklı gel sen ver ben ver oy verdi,1
sen gereksiz dedik can ortay koyup vatan para helal çalıştık rütbe bel on bun çocuk anla amına kodugumun kürtü,1
ben kız açıl amına koyayım kaç ay oldu türlü denk gel ben denk getirmek kaç git işte pat söyle orospu çocukluk yap amk salak olacak olabilir ney çekin anla olmaz olmaz kork kadar amcık sen,1
uyruk kavim direkt kavmı temsilci lanse edil yerine kavim ad verili amk mülteci olay ortay atılan muhalefet söylem anasını sikeyim vukuat kendi direkt hit yahudi ülke sür çalışma karşılan,1
sus,1
olmayan beyin siktik kemalist laik çomar ol sikim oldu kafir fark amk putperest,1
liralık at amk suriyeli,1
ay ergen bile amk meslek lise mi siktir profil,1
biz sorun değil azı barça ele puan alma öğren aq futbol cahil,1
otobüs yanım oturan emmi sevgili var var yok sanane emmi evlat var ana bana az aq yokluk baş vur amca siktirgit,1
atatürk sür sür kardeş yunanlar anadolu girip köy rum toplayıp zor götür amk adam ev tarla mal hepsi el konul bin yıl türk yaşayan halk bağlılık yunanistan amk,1
amına koduğumun bende bende hatta yaşayıp vergi hizmet bile yap bile bende ben kıymetsiz beş para et bir türk be,1
türkiye müslüman suriye gelen kadın çocuk tecavüz et göz ukrayna kadın çocuk göz dik lan kimi ümmet amq sapık ciğer bile ahlaksız,1
sene genç ana bellen nerede hangi zor günü yan oldu aq,1
sokim basket biz aq kuruşluk gelir ergen izlicek gelir olmayan yer aziz milyar takti fener,1
sen gözlük sokim amk dört göz artık milet göz dayı dayı göz ayar boz yavşak laf atla siktiğim bide ben antalya tatil gel hayat tatil bile sen amk cahil,1
kadın parti mi var amk kadın ayırt manyak,1
amq yap türkü kürtü kal mk,1
cinli olay skim cidden beyin ara gel can aq cinli siz,1
defol bide rahat bırak kriptocu tükürüğ boğ sen,1
ananı avradını siksin sen ammına koduğumun gavur akşam kadar sik sik sik bağır oldu avrupa ammına kod müslüman ülke durum normal oğul,1
amını türk ermeni öldür de savaşt yap çiçek mi atacak bin türkü öldür göt lale anca buradan şov yap bok para kazan ermenistan bir çivi çak sokuk orada yaşa sev,1
bin mi var amk baba,1
ateşin çocuk ol ol orosbu çocuk olur amını siktiğimin pezevenk,1
ergen ergen sokim aq yok yapmadan bil bun diye geri bok,1
köpek üre amk cahil sinir bozul,1
ak çocuk san hata arap suriyeli suriyeli istemeyen büyük kesim hataylı arap amk,1
tam yıl bun bekli tam yıl bre amk para baba onca para yaptık video bak çıldırmamak elde değil bağımlılık var biz,1
amk cahil cahillik ak lan siz der füze der amk saman beyin seyir füze hedef git parça ayrıl sırasıyla onlar fizik bil bir boktan anla türk millet,1
amina oruspu kaltak fahişe ek kari amini gotunu amina süper güzellik,1
aq rum rahat,1
nezaket başka bir aq eğitimsiz cahil,1
mesut çıkarmayan beyin futbol görüş sikiyim amk,1
aq,1
amını siktiğim arap huzur veri,1
aq şanslı pezevenk,1
i̇ngiliz arap adam et aq dünya düzen skm,1
bugün noel değil ol bile isteyen kut yeni bir yıl bit aq zır deli cahil pezevenk,1
demek aq git boka havali yad hakli sinir boz ben ergen,1
abi ben i̇ngiliz elim kaçır aq,1
koduğumun domuz,1
şerefsiz konya böyle millet cemiyet suriyeli afgan filistinli amerikalı hollandalı amini yol sikiyim aşure mi yap fark irlandalı ister mis sorası gel bazen aq,1
dombra paylaş cayır cayır amk damacana siken duygu geçmiş demek,1
git mi amk,1
siktigimin rum bile radyo falan hala simge derya uluğ aq,1
düşüncesiz herif adam burs rahat rahat oku amını yurdu siktiğim arap,1
amk ateist sen ettik dua ol çoktan kemik,1
topçu baba değil oğul al korner,1
adam hollanda kendi evin antrenman yap tamam göster amk i̇ngiliz alay amk,1
el suriyeli üniversite sınavsız gir böyle sistem ben için sokim,1
amk abdest al ibrik tutan ön becerdik yaş cariye abdest temizlen namaz günahdan kurtul amk salak inandık şey bak çöl köpek dinı amin,1
diyanet iş ön imam cemaat yardım toplama yasak aq çocuk diyanet kadar bütçe verili eder bile para ver cami soğut yavşak bir müslüman geçin,1
amk yunanlar lann,1
amk kalk,1
yarram biz sempati duy tökezle allah ilan et kendi bugün çabuk geç yine içer sikip hak ettik sıra yol siz amk rum,1
hasta ol birbiri amk de la ben,1
biz inan de bir ney amk dinsiz,1
anasi mi bun sene aq,1
hit baba yaşa böyle olmaz amını dam yahudi siz,1
koduğumun yazdık yer doğduk su içip yediğ yer iste top valiz siktir git,1
amk,1
yine şaşırt ben amk karı siz,1
orrospu evlat deccal piçi bir gün gelecek sen git,1
allah bul gelir bir müslüman bile burun kana şimdi garip fakir çocuk savunmasız ihraç et mal çök ırz ganimet say bebek zindan hayat mahrum anlayacak acı çektir biz sor müslüman,1
aq dönek,1
adam olacak aq yunanlar,1
elen amk rum,1
üzücü cidden adam şunlar yap suriyeli afgan hedefle bil aq,1
tamam aq hep maç izle yurt internet ana sikil,1
aq oğuz pici,1
bun döv bak pis döv kapı arka saklan kır içeri gir öyle döv aq ergen ders ders ders sınav sınav sınav sonra ol yaşa ol karmaşık konu,1
tam bazlamaç amk bozkır ayaz doğan ergen ot dürmüş çekim var yarım kal eda bak,1
amk sus şey cevap ver ananızı sik işte perşembe kast,1
ana amini bahçe sen tipini koy profil cet dümdüz ettik domuz,1
ağla amq fransız,1
anne baba amk,1
yürü git la lale ön çocuk hayvan sevgi verecek çocuk hayvan kuyruk tutup ağaç asa çocuk kodugumun cahil hayvan insan dur yer saldır hayvan eziyet gör kendi savun yad karşı insan köpek ters hareket,1
avrupalı yıkanma bilmeyen düşünce yoksun sığır bir toplum lakin dur reform de rönesans de aydınlan çağ sanayi devrim ana bellen durum gelebilmek sünepelik ruh var ney amk,1
yok ananın sen aq adam mert yanında işte saldır tutar,1
gol be amq,1
kudurup bana gelip ergen de amina kodugumun mali,1
amını cet siktiğimin arabi siktir git kendi ülke savaş göt lale erkek gez türk kafa mi lan hain arap,1
bun yap türkiye cumhuriyet gönül bağlı diğer kürt siz ol zorlu kusur bak ananızın amını millet peşkeş çekmek öte git toprak bağımsız devlet hayal bir bırakıp dön,1
memleket ne orrospu bit,1
hintli ana tuvalet sıç san allah affet amk pislik,1
sor militan fetiş var bizimki kendi kandırıp kürt ikna et çalış ülke bölün de aq hayır adam umur ol bari üst kimlik kimlik taka yok,1
ağız ırz siktiğimin muhafız insanlık ana sikil,1
siz ben aq erkek var ovun konu komsu,1
baba ben galiba ilk oyum atıp kaçıca millet ana skil iyi skil yağ benzin kuyruk gördükçe zevk gel aq,1
denilen bas gebert ol aq rusya,1
lan kuduruk ergen güldük şey hesap siz mi ver sikik aklı atlı amk bak fan,1
cahil keşke öl,1
gerizekalı ana baba uzat amk kimse onlar anasını baba karı çocuk bırak kaça bura gelir kimi çocuk uzat amerikan askerı emanet eder sikim bir insan sorumluluk kaçmak başka,1
